<<<<<<< HEAD:Project_ThirdPerson/mge_v18_student_version/assets/ThirdPerson/entityTiles/TestLevel_ThirdPerson_EntityTiles.csv
-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1
=======
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,-1,-1,14,-1,-1,-1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1
-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1
>>>>>>> 3ecb9f90904e4e410d6d4f6bcbac691dcbc53ed6:Project_ThirdPerson/mge_v18_student_version/assets/ThirdPerson/entityTiles/TestLevel1_EntityTiles.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,12,-1,-1,-1,14,14,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
<<<<<<< HEAD:Project_ThirdPerson/mge_v18_student_version/assets/ThirdPerson/entityTiles/TestLevel_ThirdPerson_EntityTiles.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
=======
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1
-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
>>>>>>> 3ecb9f90904e4e410d6d4f6bcbac691dcbc53ed6:Project_ThirdPerson/mge_v18_student_version/assets/ThirdPerson/entityTiles/TestLevel1_EntityTiles.csv
